,Location,Name,Category,Description,Latitude,Longitude,coords,xy_coords,x,y
13778,,Rest Stop Trinidad,Informal Campsite,"Typical rest stop. Lots of 18 wheelers in their section. A bunch of other car sleepers, RVs, campers and vans. Vending machines, and restrooms",37.22534,-104.49445300000001,"(37.22534, -104.49445300000001)","(-11632269.29868166, 4470562.994381522)",-11632269.29868166,4470562.994381522
13780,,Teec Nos Pos Commercial Inspection Station ,Informal Campsite,"Got stuck out in the middle of nowhere. Not many options for overnighting out here - maybe none. We know big trucks park for the night at Inspection stations, so why not a camper van. The station was closed at night but security lighting is on. I parked half out of sight around back.

Had an uneventful night, so a good sleep. Very little traffic. No trucks pulled in that we know of. 
",36.922911,-109.090526,"(36.922911, -109.090526)","(-12143901.80469037, 4428367.015031799)",-12143901.80469037,4428367.015031799
13783,,Leeds Creek Dispersed camping #8,Wild Camping,"there are 8 camping sites on the map on the way in, I am at the farthest one in ",37.273101000000004,-113.388663,"(37.273101000000004, -113.388663)","(-12622368.2268901, 4477242.218192961)",-12622368.2268901,4477242.218192961
13785,,Seven Magic Mountains,Informal Campsite,"Large dirt parking lot for the Seven Magic Mountains art installation. Some loud highway noise, but an easy spot for a night's rest. Garbage cans on site and good cell service. No ""No Overnight Parking"" signs. ",35.839946999999995,-115.270633,"(35.839946999999995, -115.270633)","(-12831868.168978319, 4278620.615872646)",-12831868.168978319,4278620.615872646
13786,,Public Land,Wild Camping,Public land adjacent to route 56. Track takes you 100m away from road. Some road noise but only a little however traffic generally light at moment due to virus restrictions. ,37.668867,-113.47781299999998,"(37.668867, -113.47781299999998)","(-12632292.359494317, 4532752.858957865)",-12632292.359494317,4532752.858957865
13787,,Lincoln National Park,Wild Camping,Nice spot. The others were taken and then went a little further to find this place. Worth it,32.979872,-105.737972,"(32.979872, -105.737972)","(-11770697.200553417, 3892632.612692939)",-11770697.200553417,3892632.612692939
13788,,Mittry lake secondary boat ramp,Wild Camping,Neat wildland spots next to the secondary dirt boat ramp. Spot has a dock you can hang out on.,32.829546,-114.447902,"(32.829546, -114.447902)","(-12740282.172998477, 3872700.8398122406)",-12740282.172998477,3872700.8398122406
13790,,cell tower turnout,Wild Camping,Large driveway in front of cell tower.  level.  Plenty of room for 50ft if you can back in...,46.51697,-105.692523,"(46.51697, -105.692523)","(-11765637.841016354, 5863584.6168900505)",-11765637.841016354,5863584.6168900505
13791,,pull over paved and level,Wild Camping,Trucks and cars welcome good spot and level,40.698029,-112.529886,"(40.698029, -112.529886)","(-12526769.608545125, 4967902.525712101)",-12526769.608545125,4967902.525712101
13792,,"Butler Wash, Wolfman Panel Trailhead ",Wild Camping,"Parking for 2, maybe 3, cars or small campervans. Beautiful 360° view. Short, easy hike down to the petroglyphs. There are 2 portable toilets about 50 metres away, on the main road beside the information kiosk. No other amenities. 

NPR at 88.1.",37.276578,-109.64293500000001,"(37.276578, -109.64293500000001)","(-12205395.693279995, 4477728.6309735365)",-12205395.693279995,4477728.6309735365
13795,,Town of Taos parking lot.,Wild Camping,Large area can take any size rig. One block from historic plaza.,36.409186,-105.575809,"(36.409186, -105.575809)","(-11752645.297967909, 4357071.79443891)",-11752645.297967909,4357071.79443891
13797,,Anderson hill state forest,Wild Camping,Little turn around at the end of a long seasonal road. Enough room for a truck camper or Van. Located on state land so camping for three nights 150feet from the road is allowed. ,42.363436,-76.224889,"(42.363436, -76.224889)","(-8485315.8292538, 5215576.823568996)",-8485315.8292538,5215576.823568996
13798,,525 Group of campsites ,Wild Camping,Great group of spots with great views from of the rock! Probably about 10 campsites back in here. Long ways down a dirt road but no issues with clearance in a 2wd sprinter. 14 days max stay. 3 bars Verizon LTE surprisingly. Incredible sunset views. ,34.888128,-111.90746200000001,"(34.888128, -111.90746200000001)","(-12457481.685807614, 4148688.559606882)",-12457481.685807614,4148688.559606882
13799,,Riverside,Wild Camping,"Beautiful road tons of pull offs. No signage, very very quiet. You can either park on the road or there’s a pull off to get down to the river bed as well. There’s a turn around at the end for larger vehicles. Vans fit perfectly two for some pull offs big rigs won’t fit here. ",40.083158000000005,-123.80906399999999,"(40.083158000000005, -123.80906399999999)","(-13782361.960071817, 4878033.942111626)",-13782361.960071817,4878033.942111626
13801,,Black Canyon Road Pull Off,Wild Camping,"One of the pull offs on Black Canton Rd. This was blazing fast service (50-70 mbps on fast.com). Some deep ditches in the road, high clearance recommended. This spot is a little lower in the mountains, looks like sunrise and sunset will be behind them.",33.117059999999995,-116.814576,"(33.117059999999995, -116.814576)","(-13003739.117552157, 3910852.048168095)",-13003739.117552157,3910852.048168095
13802,,Overlook/small pull out,Wild Camping,"Small pull out with amazing view of overlook, in designated wilderness area off the Blueridge Parkway, not accessible in the winter, room for one car or truck only. You will pass a small parking area with a map, continue on the gravel road around the first bend it will be on the right, recommend backing in for trucks if you don’t want to sleep on a hill. Beautiful view, little if any traffic. I had cell service on Verizon ",37.559435,-79.458619,"(37.559435, -79.458619)","(-8845293.006216733, 4517374.346189113)",-8845293.006216733,4517374.346189113
13803,,Lompoc Hills dead end road ,Wild Camping,"Quiet spot next to a dead end road in the middle of the nature. A little bit of a ghost town feeling. No parking restrictions and almost no other traffic. 
No cell service. ",34.584671,-120.52377,"(34.584671, -120.52377)","(-13416644.704885622, 4107581.858258436)",-13416644.704885622,4107581.858258436
13806,,Cibola National forest,Wild Camping,Dispersed camping throughout North is is off rd 242dc1,35.032938,-106.32713000000001,"(35.032938, -106.32713000000001)","(-11836281.969110204, 4168358.188082385)",-11836281.969110204,4168358.188082385
13807,,Walmart,Informal Campsite,We called ahead and they said we could stay one night.,33.38365,-111.59886999999999,"(33.38365, -111.59886999999999)","(-12423129.381504733, 3946338.505981824)",-12423129.381504733,3946338.505981824
13808,,Lake pleasant BLM area,Wild Camping,"Boondock dispersed camping area north end of lake pleasant. 36o views of lake, bites, sugaurros, burros, and hawks. High clearance vehicle recommended. Dead end road next to waters edge overlooking cove. It’s in an ohh park on BLM land no charge ",33.938726,-112.292506,"(33.938726, -112.292506)","(-12500344.587820617, 4020577.3894549627)",-12500344.587820617,4020577.3894549627
13810,,"Butler Wash, Double Stack Ruin Trailhead ",Wild Camping,"Easy access from the main road. Parking for maybe 3 cars or small vans. For sure you will have a quiet night out here. No amenities. Nada. 

NPR at 88.1.",37.316002000000005,-109.628749,"(37.316002000000005, -109.628749)","(-12203816.5149836, 4483245.399835809)",-12203816.5149836,4483245.399835809
13811,,"Butler Wash, Monarch Cave Trailhead ",Wild Camping,"Room for maybe 6 cars / small vans. Two nice clean portable toilets out by the road - about 50 metres away. The toilets are courtesy of the Friends Of Cedar Mesa - to discourage people from shitting in the woods. Or, as the sign says, to minimize visitor impact. No other amenities. 

Beware of significant water erosion in the parking area - especially if arriving after dark. 

NPR at 88.1.",37.358503000000006,-109.63044199999999,"(37.358503000000006, -109.63044199999999)","(-12204004.978881512, 4489195.988464912)",-12204004.978881512,4489195.988464912
13813,,BLM site,Wild Camping,"Large turn-out with fire pit off of a dirt road, pulled an 18ft trailer to this site and stayed two nights. No cell service with Google fi or Verizon even with booster and antenna 15 feet up. Very windy.",38.254013,-111.099125,"(38.254013, -111.099125)","(-12367498.022578249, 4615371.737773838)",-12367498.022578249,4615371.737773838
13814,,public land,Wild Camping,"14 night stay signage.  
Quiet, about 20 spots off the road way. 
Semi-rutted road, but go slow and easily drivable by RV, car or van. ",33.451055,-111.497647,"(33.451055, -111.497647)","(-12411861.288688168, 3955328.1560654286)",-12411861.288688168,3955328.1560654286
13816,,Lowell Park,Wild Camping,Overnight street parking near downtown Oakland. Street sweeping Thursdays from noon to 3. It can be a little bright because there are street lights and people may visit the park at night. We’ve stayed here overnight many times and it definitely safe.,37.808961,-122.28393500000001,"(37.808961, -122.28393500000001)","(-13612585.376397764, 4552473.44977584)",-13612585.376397764,4552473.44977584
13817,,Woody Hampton Park,Wild Camping,Stayed one night on Orange Ave side across from an empty house lot. No issues and we saw an RV parked here as well. There is a park across the street hat has bathrooms but it closes at dusk.,38.488849,-121.43565,"(38.488849, -121.43565)","(-13518154.722150192, 4648715.822633888)",-13518154.722150192,4648715.822633888
13818,,Kofu Park,Wild Camping,"Parked next to the park on one side and houses on the other. It’s a skate park. Arrive late, we hung out in the parking lot of a nearby kohl’s until 10 with no issue before heading over for the night. The kohl’s is near a Starbucks that if you park close enough to, you can get free wifi.",38.119531,-121.28982099999999,"(38.119531, -121.28982099999999)","(-13501921.112127298, 4596325.322759786)",-13501921.112127298,4596325.322759786
13819,,MLK Park Street Camping,Wild Camping,"Stayed here one night, parked next to apartment complex. ",35.759364,-119.253992,"(35.759364, -119.253992)","(-13275293.664505119, 4267560.54769394)",-13275293.664505119,4267560.54769394
13820,,TA Truckstop,Informal Campsite,"Huge parking lot, next to the highway but relatively quiet considering. Near outlet mall and fast food/ chain restaurants.",34.993024,-118.941677,"(34.993024, -118.941677)","(-13240526.917738019, 4162933.1739350883)",-13240526.917738019,4162933.1739350883
13821,,Beaver Dam BLM ,Wild Camping,"Endless wild camping for miles. 2wd roads for the most part + cattle guards. Great views, big spots available.",37.020803,-113.88005700000001,"(37.020803, -113.88005700000001)","(-12677069.95674897, 4442006.8539848495)",-12677069.95674897,4442006.8539848495
13824,,Flying J at exit 39,Informal Campsite,Exit 39 off route 40. Easy on; easy off. RV's have a separate entrance from big rigs.,35.48086,-108.43381000000001,"(35.48086, -108.43381000000001)","(-12070796.513974577, 4229421.633165665)",-12070796.513974577,4229421.633165665
13825,,TN Welcome Center,Informal Campsite,"Welcome Center set back from the highway off an exit, so quieter than a typical rest area minus truck noise. Parked in the back with the trucks who were also overnighting. Some street lights. ",36.053652,-82.513017,"(36.053652, -82.513017)","(-9185307.036256725, 4308006.317996084)",-9185307.036256725,4308006.317996084
13826,,Rocks off of Kelbaker Rd,Wild Camping,"A few level and large sites next to some boulders off of Kelbaker Rd and not far from I-40. Fire rings, strong cell service. ",34.745593,-115.65206299999998,"(34.745593, -115.65206299999998)","(-12874328.762351595, 4129361.7697740886)",-12874328.762351595,4129361.7697740886
